eBird_count,eBird_code,State,County,PerCapitaIncome,Population
1183,US-AL-001,Alabama,Autauga,24571,54907
26908,US-AL-003,Alabama,Baldwin,26766,187114
2862,US-AL-005,Alabama,Barbour,16829,27321
639,US-AL-007,Alabama,Bibb,17427,22754
899,US-AL-009,Alabama,Blount,20730,57623
2907,US-AL-011,Alabama,Bullock,18628,10746
354,US-AL-013,Alabama,Butler,17403,20624
2232,US-AL-015,Alabama,Calhoun,20828,117714
1051,US-AL-017,Alabama,Chambers,19291,34145
391,US-AL-019,Alabama,Cherokee,22030,26034
649,US-AL-021,Alabama,Chilton,20701,43744
457,US-AL-023,Alabama,Choctaw,20323,13687
1172,US-AL-025,Alabama,Clarke,18979,25573
1267,US-AL-027,Alabama,Clay,18694,13703
600,US-AL-029,Alabama,Cleburne,19108,14945
533,US-AL-031,Alabama,Coffee,23380,50468
4103,US-AL-033,Alabama,Colbert,21572,54456
396,US-AL-035,Alabama,Conecuh,15605,13104
565,US-AL-037,Alabama,Coosa,18493,11198
1415,US-AL-039,Alabama,Covington,20391,37847
360,US-AL-041,Alabama,Crenshaw,21343,13955
967,US-AL-043,Alabama,Cullman,20760,80499
1118,US-AL-045,Alabama,Dale,22685,50102
310,US-AL-047,Alabama,Dallas,17245,43091
1282,US-AL-049,Alabama,DeKalb,18149,71076
3399,US-AL-051,Alabama,Elmore,23856,79895
562,US-AL-053,Alabama,Escambia,16540,38169
494,US-AL-055,Alabama,Etowah,20204,104260
215,US-AL-057,Alabama,Fayette,18494,17110
347,US-AL-059,Alabama,Franklin,18888,31666
1090,US-AL-061,Alabama,Geneva,20199,26791
606,US-AL-063,Alabama,Greene,14930,8934
2254,US-AL-065,Alabama,Hale,18812,15594
735,US-AL-067,Alabama,Henry,21924,17308
2543,US-AL-069,Alabama,Houston,23316,102326
1629,US-AL-071,Alabama,Jackson,20486,53171
12563,US-AL-073,Alabama,Jefferson,26906,658552
219,US-AL-075,Alabama,Lamar,19026,14396
4309,US-AL-077,Alabama,Lauderdale,23510,92666
1694,US-AL-079,Alabama,Lawrence,20181,34009
7438,US-AL-081,Alabama,Lee,23506,144405
4328,US-AL-083,Alabama,Limestone,25020,85264
767,US-AL-085,Alabama,Lowndes,18368,11086
2621,US-AL-087,Alabama,Macon,16826,20803
19160,US-AL-089,Alabama,Madison,31933,339279
2472,US-AL-091,Alabama,Marengo,22072,20669
276,US-AL-093,Alabama,Marion,19576,30615
3082,US-AL-095,Alabama,Marshall,20382,93699
26272,US-AL-097,Alabama,Mobile,22501,413188
609,US-AL-099,Alabama,Monroe,15749,22778
7675,US-AL-101,Alabama,Montgomery,24975,228980
4882,US-AL-103,Alabama,Morgan,23764,119673
1387,US-AL-105,Alabama,Perry,13716,10390
291,US-AL-107,Alabama,Pickens,17153,19516
499,US-AL-109,Alabama,Pike,19715,32977
471,US-AL-111,Alabama,Randolph,19830,22819
669,US-AL-113,Alabama,Russell,19678,55544
6603,US-AL-117,Alabama,Shelby,33313,198366
1200,US-AL-115,Alabama,St. Clair,23872,84521
947,US-AL-119,Alabama,Sumter,14156,13552
946,US-AL-121,Alabama,Talladega,19410,81845
819,US-AL-123,Alabama,Tallapoosa,21434,41428
4115,US-AL-125,Alabama,Tuscaloosa,22637,196824
442,US-AL-127,Alabama,Walker,20698,66622
425,US-AL-129,Alabama,Washington,20395,17284
322,US-AL-131,Alabama,Wilcox,13379,11531
3178,US-AL-133,Alabama,Winston,18995,24342
1454,US-AK-013,Alaska,Aleutians East,26535,3141
19820,US-AK-016,Alaska,Aleutians West,31790,5538
51073,US-AK-020,Alaska,Anchorage,36214,295237
1379,US-AK-050,Alaska,Bethel,18497,17356
620,US-AK-060,Alaska,Bristol Bay,37024,933
8086,US-AK-068,Alaska,Denali,35295,2020
903,US-AK-070,Alaska,Dillingham,21498,4923
12655,US-AK-090,Alaska,Fairbanks North Star,32143,98656
2804,US-AK-100,Alaska,Haines,31096,2546
43264,US-AK-110,Alaska,Juneau,37558,31897
45404,US-AK-122,Alaska,Kenai Peninsula,31256,56163
9620,US-AK-130,Alaska,Ketchikan Gateway,31589,13595
5897,US-AK-150,Alaska,Kodiak Island,28562,13850
570,US-AK-270,Alaska,Kusilvak,11210,7678
2855,US-AK-164,Alaska,Lake and Peninsula,21616,1454
14323,US-AK-170,Alaska,Matanuska-Susitna,29534,91519
21616,US-AK-180,Alaska,Nome,20271,9695
13552,US-AK-185,Alaska,North Slope,46457,9484
877,US-AK-188,Alaska,Northwest Arctic,21461,7624
2143,US-AK-201,Alaska,Prince of Wales-Outer Ketchikan,24581,5672
4810,US-AK-220,Alaska,Sitka,32521,8945
14228,US-AK-232,Alaska,Skagway+Hoonah+Angoon,31600.0515367898,3221
2449,US-AK-240,Alaska,Southeast Fairbanks,29437,7047
12727,US-AK-261,Alaska,Valdez-Cordova,32579,9682
5311,US-AK-280,Alaska,Wrangell+Petersburg,31991.6386595435,6177
751,US-AK-282,Alaska,Yakutat,34317,607
3190,US-AK-290,Alaska,Yukon-Koyukuk,19729,5656
11310,US-AZ-001,Arizona,Apache,12709,71978
158041,US-AZ-003,Arizona,Cochise,23608,131038
76226,US-AZ-005,Arizona,Coconino,23382,134795
10009,US-AZ-007,Arizona,Gila,20792,53335
7286,US-AZ-009,Arizona,Graham,17168,37168
2242,US-AZ-011,Arizona,Greenlee,20516,8679
15640,US-AZ-012,Arizona,La Paz,22200,20408
142069,US-AZ-013,Arizona,Maricopa,27256,3889161
31851,US-AZ-015,Arizona,Mohave,20833,201680
10620,US-AZ-017,Arizona,Navajo,16626,107326
275358,US-AZ-019,Arizona,Pima,25269,986891
30643,US-AZ-021,Arizona,Pinal,20910,379128
121437,US-AZ-023,Arizona,Santa Cruz,17664,47122
58825,US-AZ-025,Arizona,Yavapai,25186,211968
11724,US-AZ-027,Arizona,Yuma,18840,199026
3368,US-AR-001,Arkansas,Arkansas,23045,18957
1666,US-AR-003,Arkansas,Ashley,19761,21645
2208,US-AR-005,Arkansas,Baxter,21334,41281
17307,US-AR-007,Arkansas,Benton,26715,227439
2313,US-AR-009,Arkansas,Boone,22160,37099
174,US-AR-011,Arkansas,Bradley,19386,11418
589,US-AR-013,Arkansas,Calhoun,17763,5319
1625,US-AR-015,Arkansas,Carroll,20637,27531
1623,US-AR-017,Arkansas,Chicot,16538,11621
1953,US-AR-019,Arkansas,Clark,17960,22912
1666,US-AR-021,Arkansas,Clay,18509,15790
2268,US-AR-023,Arkansas,Cleburne,23044,25856
208,US-AR-025,Arkansas,Cleveland,20622,8648
1818,US-AR-027,Arkansas,Columbia,19439,24512
1809,US-AR-029,Arkansas,Conway,20040,21235
5151,US-AR-031,Arkansas,Craighead,23138,98398
2390,US-AR-033,Arkansas,Crawford,19477,61796
3438,US-AR-035,Arkansas,Crittenden,19665,50447
473,US-AR-037,Arkansas,Cross,18701,17760
162,US-AR-039,Arkansas,Dallas,16838,8045
1950,US-AR-041,Arkansas,Desha,19822,12774
624,US-AR-043,Arkansas,Drew,17057,18686
5886,US-AR-045,Arkansas,Faulkner,24401,115928
2985,US-AR-047,Arkansas,Franklin,19135,18063
708,US-AR-049,Arkansas,Fulton,19326,12266
4613,US-AR-051,Arkansas,Garland,23170,96547
357,US-AR-053,Arkansas,Grant,23239,17922
1075,US-AR-055,Arkansas,Greene,19652,42580
3471,US-AR-057,Arkansas,Hempstead,17376,22509
883,US-AR-059,Arkansas,Hot Spring,19286,33182
1123,US-AR-061,Arkansas,Howard,18707,13748
395,US-AR-063,Arkansas,Independence,20289,36786
140,US-AR-065,Arkansas,Izard,18040,13560
543,US-AR-067,Arkansas,Jackson,15609,17809
8656,US-AR-069,Arkansas,Jefferson,19353,75782
2694,US-AR-071,Arkansas,Johnson,19366,25655
650,US-AR-073,Arkansas,Lafayette,17212,7501
361,US-AR-075,Arkansas,Lawrence,15971,17227
550,US-AR-077,Arkansas,Lee,12529,10267
346,US-AR-079,Arkansas,Lincoln,15023,14148
2167,US-AR-081,Arkansas,Little River,19880,12992
2614,US-AR-083,Arkansas,Logan,19046,22221
4236,US-AR-085,Arkansas,Lonoke,23218,69266
2413,US-AR-087,Arkansas,Madison,18754,15671
1730,US-AR-089,Arkansas,Marion,18188,16605
1788,US-AR-091,Arkansas,Miller,20636,43515
1780,US-AR-093,Arkansas,Mississippi,18905,45912
1589,US-AR-095,Arkansas,Monroe,16939,8002
1551,US-AR-097,Arkansas,Montgomery,19021,9387
173,US-AR-099,Arkansas,Nevada,18695,8948
3170,US-AR-101,Arkansas,Newton,17884,8211
456,US-AR-103,Arkansas,Ouachita,18975,25651
984,US-AR-105,Arkansas,Perry,22047,10381
835,US-AR-107,Arkansas,Phillips,16830,21253
487,US-AR-109,Arkansas,Pike,18377,11250
1111,US-AR-111,Arkansas,Poinsett,16919,24403
1025,US-AR-113,Arkansas,Polk,19116,20540
5679,US-AR-115,Arkansas,Pope,19918,62248
3285,US-AR-117,Arkansas,Prairie,18137,8573
29696,US-AR-119,Arkansas,Pulaski,27414,386106
276,US-AR-121,Arkansas,Randolph,18871,17896
4883,US-AR-125,Arkansas,Saline,25962,109844
5231,US-AR-127,Arkansas,Scott,18934,11111
498,US-AR-129,Arkansas,Searcy,16731,8101
19871,US-AR-131,Arkansas,Sebastian,23222,126536
673,US-AR-133,Arkansas,Sevier,16021,17137
414,US-AR-135,Arkansas,Sharp,16714,17203
661,US-AR-123,Arkansas,St. Francis,15511,27914
1212,US-AR-137,Arkansas,Stone,17403,12517
3219,US-AR-139,Arkansas,Union,20718,41307
3498,US-AR-141,Arkansas,Van Buren,18782,17147
18133,US-AR-143,Arkansas,Washington,23264,207911
6131,US-AR-145,Arkansas,White,21793,77767
456,US-AR-147,Arkansas,Woodruff,19087,7180
5288,US-AR-149,Arkansas,Yell,16992,22014
96535,US-CA-001,California,Alameda,35763,1535248
5786,US-CA-003,California,Alpine,25527,1165
8767,US-CA-005,California,Amador,27347,37422
26432,US-CA-007,California,Butte,23787,220542
7780,US-CA-009,California,Calaveras,29329,45147
11149,US-CA-011,California,Colusa,21579,21366
72640,US-CA-013,California,Contra Costa,38219,1065794
15661,US-CA-015,California,Del Norte,19072,28357
17691,US-CA-017,California,El Dorado,34884,180982
25595,US-CA-019,California,Fresno,20208,939605
8955,US-CA-021,California,Glenn,22148,28054
106144,US-CA-023,California,Humboldt,23540,134613
41477,US-CA-025,California,Imperial,16763,175201
51238,US-CA-027,California,Inyo,27441,18482
72087,US-CA-029,California,Kern,20295,848204
7480,US-CA-031,California,Kings,18429,151806
13286,US-CA-033,California,Lake,21537,64260
8971,US-CA-035,California,Lassen,19931,34018
322379,US-CA-037,California,Los Angeles,27749,9893481
9216,US-CA-039,California,Madera,17847,151435
120539,US-CA-041,California,Marin,56791,254643
26867,US-CA-043,California,Mariposa,26988,18061
55765,US-CA-045,California,Mendocino,23306,87497
12937,US-CA-047,California,Merced,18177,258707
6969,US-CA-049,California,Modoc,21200,9468
40603,US-CA-051,California,Mono,28046,14217
128936,US-CA-053,California,Monterey,24775,420569
15309,US-CA-055,California,Napa,34795,137837
18217,US-CA-057,California,Nevada,32346,98509
133583,US-CA-059,California,Orange,34057,3051771
21977,US-CA-061,California,Placer,34886,355924
21708,US-CA-063,California,Plumas,29806,19586
77470,US-CA-065,California,Riverside,23591,2228528
98948,US-CA-067,California,Sacramento,26739,1435207
21300,US-CA-069,California,San Benito,25914,56115
68262,US-CA-071,California,San Bernardino,21332,2056915
245415,US-CA-073,California,San Diego,30668,3138265
99212,US-CA-075,California,San Francisco,48486,817501
23623,US-CA-077,California,San Joaquin,22589,693177
73126,US-CA-079,California,San Luis Obispo,29954,272094
130174,US-CA-081,California,San Mateo,45732,729543
80603,US-CA-083,California,Santa Barbara,30352,427288
104477,US-CA-085,California,Santa Clara,41513,1812208
136535,US-CA-087,California,Santa Cruz,32295,264808
21940,US-CA-089,California,Shasta,23670,177966
11605,US-CA-091,California,Sierra,24996,3127
24277,US-CA-093,California,Siskiyou,22293,44503
24556,US-CA-095,California,Solano,28929,417258
84150,US-CA-097,California,Sonoma,32835,487469
18949,US-CA-099,California,Stanislaus,21663,518321
9305,US-CA-101,California,Sutter,23602,94787
13186,US-CA-103,California,Tehama,20439,63241
4842,US-CA-105,California,Trinity,22905,13638
26063,US-CA-107,California,Tulare,17894,446644
14566,US-CA-109,California,Tuolumne,25943,54728
78041,US-CA-111,California,Ventura,32930,829017
58507,US-CA-113,California,Yolo,27730,202288
5714,US-CA-115,California,Yuba,19244,72574
26786,US-CO-001,Colorado,Adams,24195,452030
7888,US-CO-003,Colorado,Alamosa,19487,15933
45006,US-CO-005,Colorado,Arapahoe,32595,585333
5661,US-CO-007,Colorado,Archuleta,29793,12109
5571,US-CO-009,Colorado,Baca,22318,3761
6505,US-CO-011,Colorado,Bent,15081,6141
96548,US-CO-013,Colorado,Boulder,38011,301072
8135,US-CO-014,Colorado,Broomfield,37442,57171
7628,US-CO-015,Colorado,Chaffee,27182,18063
2231,US-CO-017,Colorado,Cheyenne,23647,2189
7525,US-CO-019,Colorado,Clear Creek,41716,9048
1368,US-CO-021,Colorado,Conejos,17316,8256
1019,US-CO-023,Colorado,Costilla,20742,3552
2275,US-CO-025,Colorado,Crowley,17187,5629
2140,US-CO-027,Colorado,Custer,25761,4245
6160,US-CO-029,Colorado,Delta,24771,30659
30682,US-CO-031,Colorado,Denver,33251,619297
740,US-CO-033,Colorado,Dolores,22880,1709
41960,US-CO-035,Colorado,Douglas,43634,293014
6596,US-CO-037,Colorado,Eagle,39497,52151
53933,US-CO-041,Colorado,El Paso,28867,634423
5221,US-CO-039,Colorado,Elbert,36077,23295
14071,US-CO-043,Colorado,Fremont,18954,46850
7096,US-CO-045,Colorado,Garfield,26603,56687
2112,US-CO-047,Colorado,Gilpin,38022,5477
7559,US-CO-049,Colorado,Grand,31684,14535
9861,US-CO-051,Colorado,Gunnison,27654,15421
1589,US-CO-053,Colorado,Hinsdale,36365,809
2878,US-CO-055,Colorado,Huerfano,24058,6625
9851,US-CO-057,Colorado,Jackson,25936,1371
95143,US-CO-059,Colorado,Jefferson,36087,540669
4606,US-CO-061,Colorado,Kiowa,22482,1423
2960,US-CO-063,Colorado,Kit Carson,21850,8189
10987,US-CO-067,Colorado,La Plata,30151,52039
1590,US-CO-065,Colorado,Lake,25029,7332
97352,US-CO-069,Colorado,Larimer,30740,305798
3038,US-CO-071,Colorado,Las Animas,22180,15136
4818,US-CO-073,Colorado,Lincoln,19703,5442
7800,US-CO-075,Colorado,Logan,22581,22607
25548,US-CO-077,Colorado,Mesa,26700,147432
1073,US-CO-079,Colorado,Mineral,42255,761
4975,US-CO-081,Colorado,Moffat,24577,13447
6840,US-CO-083,Colorado,Montezuma,23548,25512
8644,US-CO-085,Colorado,Montrose,22897,41020
7233,US-CO-087,Colorado,Morgan,20680,28308
5110,US-CO-089,Colorado,Otero,19078,18817
3149,US-CO-091,Colorado,Ouray,33015,4475
12684,US-CO-093,Colorado,Park,31504,16131
2513,US-CO-095,Colorado,Phillips,20720,4383
3369,US-CO-097,Colorado,Pitkin,51814,17173
15013,US-CO-099,Colorado,Prowers,18941,12473
20003,US-CO-101,Colorado,Pueblo,21940,160048
1901,US-CO-103,Colorado,Rio Blanco,27586,6770
2782,US-CO-105,Colorado,Rio Grande,20557,11913
7869,US-CO-107,Colorado,Routt,34873,23409
3292,US-CO-109,Colorado,Saguache,20726,6200
1050,US-CO-111,Colorado,San Juan,24711,659
3001,US-CO-113,Colorado,San Miguel,40827,7496
2845,US-CO-115,Colorado,Sedgwick,21536,2376
9631,US-CO-117,Colorado,Summit,34025,28091
6132,US-CO-119,Colorado,Teller,31075,23276
4999,US-CO-121,Colorado,Washington,24977,4796
39904,US-CO-123,Colorado,Weld,25468,258780
6355,US-CO-125,Colorado,Yuma,22498,10093
122648,US-CT-001,Connecticut,Fairfield,48721,926233
94070,US-CT-003,Connecticut,Hartford,34698,895827
64298,US-CT-005,Connecticut,Litchfield,37667,188629
29715,US-CT-007,Connecticut,Middlesex,39992,165690
111553,US-CT-009,Connecticut,New Haven,32523,862611
43587,US-CT-011,Connecticut,New London,33782,274090
26344,US-CT-013,Connecticut,Tolland,34392,152366
15115,US-CT-015,Connecticut,Windham,27893,118115
42148,US-DE-001,Delaware,Kent,24851,165030
62246,US-DE-003,Delaware,New Castle,32406,542784
64511,US-DE-005,Delaware,Sussex,26908,200632
73909,US-DC-001,District of Columbia,District of Columbia,45290,619371
74385,US-FL-001,Florida,Alachua,24857,249848
1099,US-FL-003,Florida,Baker,19852,27069
9735,US-FL-005,Florida,Bay,24498,170704
1051,US-FL-007,Florida,Bradford,17749,27981
92474,US-FL-009,Florida,Brevard,27009,545667
42567,US-FL-011,Florida,Broward,28205,1784889
1226,US-FL-013,Florida,Calhoun,14675,14700
30870,US-FL-015,Florida,Charlotte,26286,161276
9674,US-FL-017,Florida,Citrus,23148,140214
13056,US-FL-019,Florida,Clay,26577,192665
77249,US-FL-021,Florida,Collier,36439,328209
3002,US-FL-023,Florida,Columbia,19306,67568
2364,US-FL-027,Florida,DeSoto,15088,34651
1834,US-FL-029,Florida,Dixie,16851,16234
49184,US-FL-031,Florida,Duval,26143,872598
12750,US-FL-033,Florida,Escambia,23441,300795
6969,US-FL-035,Florida,Flagler,24497,97301
13546,US-FL-037,Florida,Franklin,19843,11554
3387,US-FL-039,Florida,Gadsden,17615,46860
1031,US-FL-041,Florida,Gilchrist,20180,16917
4493,US-FL-043,Florida,Glades,16011,13080
3448,US-FL-045,Florida,Gulf,18546,15793
939,US-FL-047,Florida,Hamilton,16295,14655
1459,US-FL-049,Florida,Hardee,15366,27336
8252,US-FL-051,Florida,Hendry,16133,38346
22046,US-FL-053,Florida,Hernando,21411,173119
11693,US-FL-055,Florida,Highlands,20072,98275
38288,US-FL-057,Florida,Hillsborough,27149,1257913
861,US-FL-059,Florida,Holmes,16845,19864
21830,US-FL-061,Florida,Indian River,30532,139356
2900,US-FL-063,Florida,Jackson,17525,49326
4873,US-FL-065,Florida,Jefferson,21184,14469
818,US-FL-067,Florida,Lafayette,18660,8745
25432,US-FL-069,Florida,Lake,24183,300926
105912,US-FL-071,Florida,Lee,27348,633968
40948,US-FL-073,Florida,Leon,26196,278624
9273,US-FL-075,Florida,Levy,18304,40289
1109,US-FL-077,Florida,Liberty,16266,8308
1519,US-FL-079,Florida,Madison,15538,19070
23235,US-FL-081,Florida,Manatee,27322,329487
14474,US-FL-083,Florida,Marion,21992,333503
14651,US-FL-085,Florida,Martin,34057,147786
96825,US-FL-086,Florida,Miami-Dade,23174,2549075
61054,US-FL-087,Florida,Monroe,33974,74213
7491,US-FL-089,Florida,Nassau,28926,74163
10027,US-FL-091,Florida,Okaloosa,28600,185852
5747,US-FL-093,Florida,Okeechobee,17787,39642
62262,US-FL-095,Florida,Orange,24877,1175416
19590,US-FL-097,Florida,Osceola,19007,279837
77154,US-FL-099,Florida,Palm Beach,32858,1339221
28114,US-FL-101,Florida,Pasco,23736,468194
91724,US-FL-103,Florida,Pinellas,29262,920015
35764,US-FL-105,Florida,Polk,21285,610295
2754,US-FL-107,Florida,Putnam,18377,73683
7665,US-FL-113,Florida,Santa Rosa,26861,155579
60580,US-FL-115,Florida,Sarasota,32313,383094
32134,US-FL-117,Florida,Seminole,28675,427184
28136,US-FL-109,Florida,St. Johns,36836,197115
10010,US-FL-111,Florida,St. Lucie,23285,281015
4531,US-FL-119,Florida,Sumter,27504,98409
2344,US-FL-121,Florida,Suwannee,18431,42865
2237,US-FL-123,Florida,Taylor,17045,22660
696,US-FL-125,Florida,Union,13590,15307
32548,US-FL-127,Florida,Volusia,23973,496268
20069,US-FL-129,Florida,Wakulla,21797,30824
3850,US-FL-131,Florida,Walton,25845,56590
2268,US-FL-133,Florida,Washington,17385,24702
517,US-GA-001,Georgia,Appling,19643,18354
218,US-GA-003,Georgia,Atkinson,15958,8332
150,US-GA-005,Georgia,Bacon,18558,11159
1657,US-GA-007,Georgia,Baker,17019,3410
1566,US-GA-009,Georgia,Baldwin,18622,46018
438,US-GA-011,Georgia,Banks,20231,18333
1225,US-GA-013,Georgia,Barrow,21379,69933
10911,US-GA-015,Georgia,Bartow,21022,100382
197,US-GA-017,Georgia,Ben Hill,14204,17576
800,US-GA-019,Georgia,Berrien,16784,19174
20034,US-GA-021,Georgia,Bibb,20982,155524
1237,US-GA-023,Georgia,Bleckley,20156,12961
588,US-GA-025,Georgia,Brantley,16938,18409
1527,US-GA-027,Georgia,Brooks,19409,15885
1532,US-GA-029,Georgia,Bryan,27556,31410
4643,US-GA-031,Georgia,Bulloch,18587,71190
2520,US-GA-033,Georgia,Burke,16171,23223
2991,US-GA-035,Georgia,Butts,20363,23563
371,US-GA-037,Georgia,Calhoun,14868,6592
10120,US-GA-039,Georgia,Camden,22701,50799
621,US-GA-043,Georgia,Candler,17974,11045
4440,US-GA-045,Georgia,Carroll,21227,111160
3281,US-GA-047,Georgia,Catoosa,21690,64606
2408,US-GA-049,Georgia,Charlton,17102,13080
27125,US-GA-051,Georgia,Chatham,25093,271102
483,US-GA-053,Georgia,Chattahoochee,20042,12193
1140,US-GA-055,Georgia,Chattooga,16045,25670
11288,US-GA-057,Georgia,Cherokee,29615,218277
28420,US-GA-059,Georgia,Clarke,19295,118864
866,US-GA-061,Georgia,Clay,12982,3133
17675,US-GA-063,Georgia,Clayton,17950,262455
1077,US-GA-065,Georgia,Clinch,17815,6766
29317,US-GA-067,Georgia,Cobb,33069,699235
337,US-GA-069,Georgia,Coffee,17031,42841
339,US-GA-071,Georgia,Colquitt,17025,45781
4365,US-GA-073,Georgia,Columbia,30949,128213
733,US-GA-075,Georgia,Cook,18592,17066
7140,US-GA-077,Georgia,Coweta,26757,129397
267,US-GA-079,Georgia,Crawford,20556,12607
1034,US-GA-081,Georgia,Crisp,18185,23521
835,US-GA-083,Georgia,Dade,21690,16580
2906,US-GA-085,Georgia,Dawson,27330,22387
5089,US-GA-087,Georgia,Decatur,18059,27676
35769,US-GA-089,Georgia,DeKalb,28810,700308
514,US-GA-091,Georgia,Dodge,18114,21502
1131,US-GA-093,Georgia,Dooly,14510,14554
9367,US-GA-095,Georgia,Dougherty,18619,94220
1013,US-GA-097,Georgia,Douglas,23626,133486
1044,US-GA-099,Georgia,Early,17579,10787
196,US-GA-101,Georgia,Echols,15861,4053
742,US-GA-103,Georgia,Effingham,24824,52961
611,US-GA-105,Georgia,Elbert,18835,19907
893,US-GA-107,Georgia,Emanuel,17064,22669
394,US-GA-109,Georgia,Evans,18998,10902
2500,US-GA-111,Georgia,Fannin,19164,23614
3997,US-GA-113,Georgia,Fayette,35344,107105
4502,US-GA-115,Georgia,Floyd,20500,96147
8668,US-GA-117,Georgia,Forsyth,34582,182916
535,US-GA-119,Georgia,Franklin,18234,21998
31860,US-GA-121,Georgia,Fulton,36757,948554
2304,US-GA-123,Georgia,Gilmer,21317,28308
248,US-GA-125,Georgia,Glascock,17984,3094
37626,US-GA-127,Georgia,Glynn,26724,80280
3329,US-GA-129,Georgia,Gordon,19177,55409
781,US-GA-131,Georgia,Grady,15734,25143
3439,US-GA-133,Georgia,Greene,27828,16091
21819,US-GA-135,Georgia,Gwinnett,25932,825911
918,US-GA-137,Georgia,Habersham,18910,43181
8731,US-GA-139,Georgia,Hall,23645,182841
370,US-GA-141,Georgia,Hancock,12381,9233
370,US-GA-143,Georgia,Haralson,19789,28594
1767,US-GA-145,Georgia,Harris,31482,32267
899,US-GA-147,Georgia,Hart,20371,25348
343,US-GA-149,Georgia,Heard,18964,11708
3896,US-GA-151,Georgia,Henry,25299,206349
2288,US-GA-153,Georgia,Houston,25195,143205
241,US-GA-155,Georgia,Irwin,18207,9571
1765,US-GA-157,Georgia,Jackson,23247,60577
1669,US-GA-159,Georgia,Jasper,21297,13748
290,US-GA-161,Georgia,Jeff Davis,17684,15042
1143,US-GA-163,Georgia,Jefferson,14757,16696
390,US-GA-165,Georgia,Jenkins,17565,8642
398,US-GA-167,Georgia,Johnson,16807,9903
2431,US-GA-169,Georgia,Jones,24485,28650
4870,US-GA-171,Georgia,Lamar,18800,18139
216,US-GA-173,Georgia,Lanier,17264,10250
2417,US-GA-175,Georgia,Laurens,18625,48203
2552,US-GA-177,Georgia,Lee,26357,28631
4728,US-GA-179,Georgia,Liberty,20791,64899
453,US-GA-181,Georgia,Lincoln,20641,7894
738,US-GA-183,Georgia,Long,17158,15285
3516,US-GA-185,Georgia,Lowndes,18897,111334
1032,US-GA-187,Georgia,Lumpkin,20908,30428
1783,US-GA-193,Georgia,Macon,13865,14455
1031,US-GA-195,Georgia,Madison,19939,28044
285,US-GA-197,Georgia,Marion,17479,8673
458,US-GA-189,Georgia,McDuffie,17922,21697
13093,US-GA-191,Georgia,McIntosh,21484,14142
1091,US-GA-199,Georgia,Meriwether,18821,21695
1923,US-GA-201,Georgia,Miller,19674,6054
1356,US-GA-205,Georgia,Mitchell,15694,23340
3364,US-GA-207,Georgia,Monroe,22888,26613
1313,US-GA-209,Georgia,Montgomery,16460,9050
3573,US-GA-211,Georgia,Morgan,25933,17870
6203,US-GA-213,Georgia,Murray,16449,39504
8219,US-GA-215,Georgia,Muscogee,22856,194949
1323,US-GA-217,Georgia,Newton,21484,100808
12909,US-GA-219,Georgia,Oconee,33801,33240
2625,US-GA-221,Georgia,Oglethorpe,20493,14730
993,US-GA-223,Georgia,Paulding,24168,143845
680,US-GA-225,Georgia,Peach,19431,27481
2076,US-GA-227,Georgia,Pickens,26686,29486
233,US-GA-229,Georgia,Pierce,20001,18774
337,US-GA-231,Georgia,Pike,22191,17807
451,US-GA-233,Georgia,Polk,18336,41308
261,US-GA-235,Georgia,Pulaski,17781,11775
994,US-GA-237,Georgia,Putnam,26321,21241
435,US-GA-239,Georgia,Quitman,14201,2396
5015,US-GA-241,Georgia,Rabun,22260,16271
388,US-GA-243,Georgia,Randolph,18094,7498
9879,US-GA-245,Georgia,Richmond,20526,201081
2297,US-GA-247,Georgia,Rockdale,23461,85650
1277,US-GA-249,Georgia,Schley,19037,5017
836,US-GA-251,Georgia,Screven,18640,14455
799,US-GA-253,Georgia,Seminole,17641,8831
1154,US-GA-255,Georgia,Spalding,19783,64011
427,US-GA-257,Georgia,Stephens,18557,25910
1177,US-GA-259,Georgia,Stewart,13238,6007
1522,US-GA-261,Georgia,Sumter,17879,32099
320,US-GA-263,Georgia,Talbot,16993,6689
300,US-GA-265,Georgia,Taliaferro,14381,1766
1173,US-GA-267,Georgia,Tattnall,15280,25343
444,US-GA-269,Georgia,Taylor,17078,8595
450,US-GA-271,Georgia,Telfair,12489,16391
361,US-GA-273,Georgia,Terrell,16836,9246
788,US-GA-275,Georgia,Thomas,19983,44692
1618,US-GA-277,Georgia,Tift,18933,40537
622,US-GA-279,Georgia,Toombs,18716,27229
2323,US-GA-281,Georgia,Towns,20419,10551
252,US-GA-283,Georgia,Treutlen,19410,6817
2698,US-GA-285,Georgia,Troup,21443,67776
1509,US-GA-287,Georgia,Turner,17609,8637
641,US-GA-289,Georgia,Twiggs,17952,8808
2691,US-GA-291,Georgia,Union,22156,21399
748,US-GA-293,Georgia,Upson,17978,26918
1685,US-GA-295,Georgia,Walker,20865,68481
2867,US-GA-297,Georgia,Walton,22824,84397
675,US-GA-299,Georgia,Ware,18842,36008
296,US-GA-301,Georgia,Warren,17884,5706
1232,US-GA-303,Georgia,Washington,17515,20982
466,US-GA-305,Georgia,Wayne,17270,30187
184,US-GA-307,Georgia,Webster,19082,2769
146,US-GA-309,Georgia,Wheeler,8948,7746
1393,US-GA-311,Georgia,White,22059,27400
2138,US-GA-313,Georgia,Whitfield,19497,102556
302,US-GA-315,Georgia,Wilcox,13228,9110
323,US-GA-317,Georgia,Wilkes,17120,10265
